Unique_ID,State,District,Disease,Cases,Deaths,Start_Date,Report_Date,Status,Comments
UP/LAL/2023/47/1691,Uttar,Pradesh,Lalitpur Measles,10,0,17-11-23,21-11-23,9-25 years.,Out of 5 serum samples collected
affected,age,group,was,45,60,years.,Total,3 samples,were sent
KL/ERN/2023/47/1695,Kerala,Ernakulam,Dengue,33,0,16-11-23,IgM,by ELISA.,District RRT investigated the outbreak.
KL/THI/2023/47/1696,Kerala,Zika,Virus,1,0,14-11-23,PCR.,District RRT,investigated the outbreak. Community
MP/AAR/2023/47/1697,Agar,Malwa,Dengue,10,0,08-11-23,outbreak.,Community awareness,and health education given by
with,rash.,The,affected age group was,5,4,years.,One,,
MH/NAS/2023/47/1700,Maharashtra,Nashik,Dengue,13,1,16-10-23,awareness,and health,education given by peripheral health team
TN/AIR/2023/47/1701,Tamil,Nadu,Ariyalur Fever,9,0,14-11-23,serum,samples were,"sent to DPHL, Ariyalur, which were found"
TN/VIR/2023/47/1702,Tamil,Nadu,Virudhunagar,11,0,14-11-23,IgM,ELISA. District,RRT investigated the outbreak. Community
KL/ERN/2021/04/0027,Kerala,Ernakulam,Diarrheal,23,00,25-01-21,02-02-21,presented with,"vomiting, loose stools, abdominal"
OR/KPT/2021/04/0031,Odisha,Koraput,Food,13,00,28-01-21,sent,for testing,to DPHL. Active surveillance done
AS/GLP/2021/04/0035,Assam,Goalpara,Chickenpox,22,00,05-01-21,(SERUM),were collected,for IgM ELISAPCR test for
KN/RCR/2021/04/0036,Karnataka,Raichur,Diarrheal,13,00,20-01-21,03,water samples,were collected and sent to DSU and
KL/TRC/2021/04/0037,Kerala,Thrissur,Melioidosis,01,00,22-06-20,"vomiting,",and change,"in behaviour, excessive anger and"
TN/TRN/2021/04/0038,Tamil,Nadu,Tirunelveli Encephalitis,01,01,19-01-21,sent,for CSF,analysis to detect IgM antibodies and was found
AR/LSB/2022/21/305,Kamle,Scrub,Typhus,2,0,28-05-22,28-05-22,Under Control,lethargy and loss of appetite. Four blood samples
AR/WKM/2022/21/306,West,Kameng,Diarrheal,37,0,27-05-22,27-05-22,Under Control,
GJ/SRT/2022/21/307,Gujarat,Surat,Food Poisoning,132,00,24-05-22,26-05-22,Under Control,
JH/DMK/2022/21/310,Jharkhand,Dumka,Chickenpox,18,00,23-05-22,23-05-22,Under Control,chickenpox by IgM ELISA. District RRT
JH/PAK/2022/21/311,Jharkhand,Pakur,Measles,07,00,21-05-22,23-05-22,Under Control,tested positive for Measles by IgM ELISA.
MH/LTR/2022/21/321,Maharashtra,Latur,Food Poisoning,42,0,25-05-22,25-05-22,Under Control,
MH/LTR/2022/21/322,Maharashtra,Latur,Food Poisoning,376,0,23-05-22,23-05-22,Under Control,
OR/DNK/2022/21/323,Odisha,Dhenkanal,Diarrheal,16,00,23-05-22,25-05-22,all the,samples were found to be potable. District
OR/JAJ/2022/21/325,Odisha,Jajpur,Dysentery,16,00,26-05-22,27-05-22,in the,affected area was done. Disinfection and
OR/KJR/2022/21/327,Odisha,Keonjhar,Diarrheal,08,00,25-05-22,26-05-22,Under Control,Keonjhar. No Enteropathogenic organisms were
OR/SUN/2022/21/328,Odisha,Sundargarh,Food Poisoning,24,00,25-05-22,28-05-22,Under Control,
PN/KAR/2022/21/329,Puducherry,Karaikal,Diarrheal,113,00,26-05-22,01-08-22,Under Control,
PN/KAR/2022/21/330,Puducherry,Karaikal,Cholera,26,00,25-05-22,28-05-22,found positive,for Vibrio Cholera by hanging
PB/FKT/2022/21/331,Punjab,Faridkot,Chickenpox,06,00,23-05-22,24-05-22,Under Control,
TN/TPL/2022/21/332,Tamil,Nadu,Tiruchirappalli Food Poisoning,34,00,24-05-22,25-05-22,Under Control,water samples were sent to DPHL Manapparai
TN/TVR/2022/21/333,Tamil,Nadu,Thiruvarur Food Poisoning,67,00,27-05-22,30-05-22,,
TN/TPL/2022/21/334,Tamil,Nadu,Trichirapalli Food Poisoning,34,00,24-05-22,25-05-22,,
UP/SRG/2022/21/335,Uttar,Pradesh,Diarrheal,21,01,21-05-22,28-05-22,female. District,RRT investigated the outbreak
JH/ESI/2022/21/340,Jharkhand,East,Singhbum Chickenpox,15,00,07-05-22,Completed,ELISA. District,RRT investigated the outbreak. Cases were
KL/TRC/2022/21/345,Kerala,Thrissur,West Nile,01,00,19-04-22,RRT,investigated the,outbreak and fever survey was
BH/BHB/2019/44/1435,Bihar,Bhabhua,Dengue,03,01,27-10-19,31-10-19,serum samples,collected were positive for Dengue
HR/YNN/2019/44/1437,Haryana,Yamunanagar,Hepatits A &,14,00,31-10-19,02-11-19,,
JH/WSI/2019/44/1438,Jharkhand,West,Singhbhum,08,00,29-10-19,30-10-19,cases done.,Cases consumed food in a social
MH/BUL/2019/44/1441,Maharashtra,Buldhana,Dengue,98,00,24-10-19,02-11-19,informed. House,to house survey done. All cases
OR/GJM/2019/44/1444,Odisha,Ganjam,Diarrheal,30,00,29-10-19,31-10-19,and vomiting.,01 rectal swab and 03 water samples
OR/JHA/2019/44/1445,Odisha,Jharsuguda,Diarrheal,25,00,31-10-19,01-11-19,water samples,collected and sent to DPHL
OR/JHA/2019/44/1446,Odisha,Jharsuguda,Diarrheal,16,00,28-10-19,30-10-19,water samples,collected and sent to DPHL
PB/SUR/2019/44/1447,Punjab,Sangrur,Mumps,07,00,31-10-19,31-10-19,collected were,positive for Mumps (IgM ELISA)
PB/FKT/2019/44/1448,Punjab,Faridkot,Chickenpox,323,00,30-10-19,30-10-19,189 male,and 134 female were affected in two
TN/MDR/2019/44/1451,Tamil,Nadu,Madurai &,49,00,01-11-19,01-11-19,survey done.,05 serum samples collected and sent
BH/MZP/2019/44/1454,Bihar,Muzaffarpur,Dengue,67,00,27-06-19,survey,done. Serum,"samples collected and sent to RMRI,"
MH/THN/2019/44/1458,Maharashtra,Thane,Dengue,25,00,10-09-19,survey,done. 5,blood samples collected; were positive for
KN/DKK/2020/01/0006,Karnataka,Viral,Fever,14,00,01-01-20,03-01-20,total of,02 stool and found negative for any entero
KN/BIJ/2020/01/0008,Karnataka,Vijayapur,Dengue,48,00,03-01-20,03-01-20,fever and,joint pain. A total of 03 blood samples
KL/WYN/2020/01/0011,Kerala,Wayanad,Forest,01,00,01-01-20,01-01-20,and monkey,deaths were reported from the same
PB/AMT/2020/01/0012,Punjab,Amritsar,Chickenpox,15,00,04-01-20,04-01-20,"Central Jail,",Amritsar. District RRT investigated
GJ/GAN/2023/17/332,Gujarat,Gandhinagar,Diarrheal,50,00,26-04-2023,29-04-2023,belonged to,3-81 years age group. Cause of
KN/HAS/2023/17/335,Karnataka,Hassan,Diarrheal,20,00,28-04-23,29-04-23,using MPN,and H2S testing method. No
MH/NAN/2023/17/338,Maharashtra,Nanded,Dengue,13,00,28-04-2023,30-04-2023,by IgM,ELISA. District RRT investigated the
MG/EKH/2023/17/339,Meghalaya,East,Khasi Hills Chickenpox,25,00,24-04-2023,25-04-2023,,
MG/RIB/2023/17/340,Meghalaya,Ri,Bhoi,01,01,20-03-2023,28-04-2023,and Gram,Panchayat to take necessary actions.
TL/HYD/2023/17/344,Telangana,Hyderabad,Diarrheal,65,00,27-04-2023,29-04-2023,necessary public,health actions have been
WB/NCP/2023/17/345,West,Bengal,Basirhat HD Hepatitis A &,93,00,24-04-23,25-04-23,two samples,were found positive for Hepatitis
JH/DEO/2023/48/1708,Jharkhand,Deoghar,Malaria,27,1,30-11-23,01-12-23,drugs and,symptomatically. 3 samples came
KL/MLP/2023/48/1717,Kerala,Malappuram,Diarrheal,26,0,01-12-23,01-12-23,food at,a hotel near the Flora Fantasia
OR/BAG/2023/48/1721,Odisha,Bolangir,Diarrheal,80,0,29-11-23,29-11-23,investigated the,outbreak. Cases were treated
PB/SUR/2023/48/1723,Punjab,Sangrur,Diarrheal,66,0,02-12-23,02-12-23,RRT investigated,the outbreak. Cases were
TN/TNJ/2023/48/1724,Tamil,Nadu,Thanjavur Mumps,10,0,25-11-23,27-11-23,outbreak. Age,group of the affected cases were
WB/NDA/2023/48/1725,West,Bengal,Nadia Diarrheal,50,0,26-11-23,28-11-23,District RRT,investigated the outbreak. Cases
AS/DAR/2023/48/1726,Assam,Darrang,Measles,9,0,09-11-23,the,affected cases,were 3-8 years. Cases were treated
BH/JAH/2023/48/1727,Bihar,Jehanabad,Measles,8,0,25-10-23,1-8,years. Cases,were treated symptomatically. Vitamin A
GJ/NAV/2021/42/0562,Gujarat,Navsari,Diarrheal,05,00,21-10-21,21-10-21,Under Control,samples were sent to DPHL Navsari for further
KN/MNY/2021/42/0568,Karnataka,Mandya,Food Poisoning,152,00,16-10-21,20-10-21,out of,which the water sample was found to be
KL/KOZ/2021/42/0569,Kerala,Kozhikode,Food Poisoning,21,00,21-10-21,26-10-21,"Stool culture,",water sample and food samples
MH/BED/2021/42/0570,Maharashtra,Beed,Fever,10,01,19-10-21,22-10-21,Under Control,
NL/MON/2021/42/0571,Nagaland,Mon,Measles,04,00,16-10-21,31-10-21,Under Control,
PB/KPR/2021/42/0573,Punjab,Kapurthala,Diarrheal,120,00,18-10-21,18-10-21,Kapurthala. District,RRT investigated the
TL/HYD/2021/42/0574,Telangana,Hyderabad,Food Poisoning,30,00,20-10-21,24-10-21,further lab,"analysis, the result is still awaited."
TN/MDR/2021/42/0576,Tamil,Nadu,Madurai Diarrheal,21,00,to,DPHL,Madurai for,"further analysis, out of"
TN/VEL/2021/42/0577,Tamil,Nadu,Vellore Diarrheal,28,00,21-10-21,22-10-21,stool samples,"were sent to DPHL Vellore, the"
UP/CKH/2021/42/0578,Uttar,Pradesh,Chandauli Diarrheal,38,00,21-10-21,22-10-21,samples were,"sent to IDSP Lab, Swasthya"
UP/GHP/2021/42/0579,Uttar,Pradesh,Ghazipur Diarrheal,43,00,14-10-21,22-10-21,Under Control,
UP/MUZ/2021/42/0580,Uttar,Pradesh,Muzaffarnagar Dengue,140,00,31-08-21,18-10-21,Meerut for,"further lab analysis, out of which 539"
UP/PRT/2021/42/0581,Uttar,Pradesh,Pratapgarh Food Poisoning,11,00,19-10-21,20-10-21,"Babaganj, District",Pratapgarh. District RRT
UP/SID/2021/42/0582,Uttar,Pradesh,Food Poisoning,12,01,23-10-21,23-10-21,Under Control,"Lucknow for further lab analysis, out of which"
KL/WYN/2021/42/0585,Kerala,Wayanad,Diarrheal,28,00,10-10-21,Meppadi,Lab for,"further lab analysis, out of which the"
MH/THN/2021/42/0586,Maharashtra,Thane,Dengue,05,01,01-10-21,"analysis,",out of,which five samples tested positive for
UP/AGR/2021/42/0587,Uttar,Pradesh,Agra Dengue,43,01,09-09-21,positive,for Dengue,by NSI antigen and 14 samples were
UP/AUR/2021/42/0588,Uttar,Pradesh,Auraiya Fever,48,00,04-10-21,Slides,were sent,"for further lab analysis, out of which 16"
BH/MBN/2020/17/277,Bihar,Madhubani,Chickenpox,83,00,23-04-20,25-04-20,presented with,fever with vesicular rash. Cases
MH/KOP/2020/17/280,Maharashtra,Kolhapur,Diarrheal,607,00,21-04-20,22-04-20,observed. Pipeline,leakages seen in the affected
DPHL,Lab.,Of,the,24,01,was,potable,and,
AS/SNT/2020/17/281,Assam,Scrub,Typhus,02,00,03-03-20,investigated,the outbreak.,House to house survey conducted.
Surveillance,the,age,group,30,45,years.,Cases,presented with,"fever,"
AS/SIB/2023/49/1733,Assam,Charaideo,Leptospirosis,17,0,04-12-23,05-12-23,investigated the,outbreak. Community
AS/CRG/2023/49/1734,Assam,Chirang,Malaria,58,0,01-12-23,04-12-23,investigated the,outbreak. Community
BH/BGS/2023/49/1737,Bihar,Begusarai,Measles,5,0,07-12-23,08-12-23,were 1-6,years. Cases were treated
CT/RGR/2023/49/1741,Chhattisgarh,Raigarh,Diarrheal,18,0,04-12-23,06-12-23,were diagnosed,clinically. District RRT
JK/SNR/2023/49/1743,Srinagar,Hepatitis,A,8,0,08-12-23,08-12-23,sample was,found positive for IgM HAV and
KL/RNA/2023/49/1744,Karnataka,Ramanagara,Cholera,4,0,08-12-23,09-12-23,samples were,sent to PHI lab Bangalore which
MP/UMR/2023/49/1752,Umaria,Scrub,Typhus,12,0,05-12-23,05-12-23,of which,1 was found to be positive for scrub
MH/GAD/2023/49/1753,Maharashtra,Gadchiroli,Malaria,10,1,02-12-23,05-12-23,investigated the,outbreak. Community
MH/PNE/2023/49/1755,Maharashtra,Pune,Dengue,7,0,07-11-23,04-12-23,District RRT,investigated the outbreak.
MH/THN/2023/49/1756,Maharashtra,Thane,Dengue,8,1,30-11-23,08-12-23,Community awareness,and health education
OR/KHU/2023/49/1759,Odisha,Khordha,Diarrheal,35,0,06-12-23,06-12-23,were sent,to Capital Hospital. All rectal
awareness,was,given.,Death of a,20,22,year,&,26 year,old
JH/DHN/2023/49/1764,Jharkhand,Dhanbad,Dengue,56,0,16-11-23,Nirmal,Mahto Medical,"College), Dhanbad, out of which 56"
Under,analysis.,Out,of,5,4,were,found,to,
AS/JRT/2021/15/0169,Meghalaya,East,Garo Hills Diarrheal,24,00,09-04-21,12-04-21,,
AS/JRT/2021/15/0170,West,Bengal,Diarrheal,120,01,04-04-21,04-04-21,"Bhata, CM","Bhata, SOLID Bhata; SC Durganagar;"
CT/JAN/2022/31/606,Chhattisgarh,Janjgir,- Champa Diarrheal,16,0,30-07-22,01-08-22,Under Control,House to house active case finding was done.
KN/BEL/2022/31/607,Karnataka,Ballari,Cholera,147,00,05-08-22,05-08-22,Under Control,three were found not suitable for potable
KN/DHA/2022/31/608,Karnataka,Dharwad,Diarrheal,17,00,03-08-22,04-08-22,Under Control,
KN/HAS/2022/31/609,Karnataka,Hassan,Diarrheal,25,0,25-07-22,04-08-22,Under Control,
KN/MYS/2022/31/610,Karnataka,Mysuru,Unknown,25,00,02-08-22,03-08-22,Under Control,"were sent to VRDL, MMCRI, Mysuru and two"
MZ/AIZ/2022/31/612,Mizoram,Aizawl,West Measles,20,00,02-08-22,03-08-22,investigated the,outbreak. Cases were isolated.
OR/NAB/2022/31/614,Odisha,Nabarangpur,Cholera,10,00,31-07-22,04-08-22,Under Control,sample was found unsafe for drinking water.
PB/SAS/2022/31/616,Punjab,S.A.S,Nagar Diarrheal,121,0,29-07-22,04-08-22,Under Control,
TL/MED/2022/31/617,Telangana,Medak,Diarrheal,22,00,01-08-22,02-08-22,Under Control,
UK/UTT/2022/31/618,Uttarakhand,Uttar,Kashi Jaundice,28,0,27-07-22,04-08-22,Under Control,They were not tested for Hepatitis B and C.
PB/SAS/2022/31/624,Punjab,S.A.S,Nagar,9,0,19-07-22,sent,to PGIMER,Chandigarh. All samples were found
KL/FAT/2022/06/025,Kerala,Thrissur,Lymes Disease,01,00,31-12-21,11-02-22,positive for,Borrelia (Lymes Disease) from NIV
MH/AMN/2021/16/0176,Maharashtra,Ahmednagar,Chikungunya,13,00,04-04-21,NIV,"Pune, out",of which 06 had tested positive for
AS/BPT/2023/50/1769,Assam,Barpeta,Rabies,1,1,16-12-23,17-12-23,on 22-11-2023,(20 days back). He got the ARV
AS/KMM/2023/50/1770,Assam,Kamrup,Diarrheal,122,0,13-12-23,17-12-23,developed the,symptoms after the consumption
AS/UAL/2023/50/1771,Assam,Udalguri,Chickenpox,11,0,16-12-23,16-12-23,1-15years. Cases,were treated symptomatically.
BH/PTN/2023/50/1772,Bihar,Patna,Mumps,28,0,06-12-23,11-12-23,investigated the,outbreak. Cases were treated
CT/KAW/2023/50/1774,Chhattisgarh,Kabirdham,Diarrheal,10,0,10-12-23,12-12-23,investigated the,outbreak. They were treated
GJ/JGH/2023/50/1775,Gujarat,Junagadh,Diarrheal,35,0,11-12-23,11-12-23,food in,a marriage ceremony. They were
KN/RCR/2023/50/1779,Karnataka,Raichur,Diarrheal,26,0,10-12-23,11-12-23,GH Manvi,Hospital and FSSAI lab Kalaburagi
KL/CNR/2023/50/1781,Kerala,Kannur,Hepatitis A,11,0,14-12-23,14-12-23,"Authority Lab,",Kannur. District RRT
KL/TRC/2023/50/1785,Kerala,Thrissur,Chickenpox,24,0,11-12-23,12-12-23,the outbreak.,Age group of the affected cases
MH/AGB/2023/50/1790,Maharashtra,Aurangabad,Diarrheal,40,0,15-12-23,16-12-23,RRT investigated,the outbreak. Cases were
MH/GAD/2023/50/1791,Maharashtra,Gadchiroli,Malaria,6,1,09-12-23,12-12-23,collected and,sent to RH Dhanora. District RRT
OR/RAY/2023/50/1794,Odisha,Rayagada,Diarrheal,18,0,11-12-23,13-12-23,treated symptomatically.,Water sample found
OR/SUN/2023/50/1795,Odisha,Sundargarh,Cholera,3001,9,11-12-23,16-12-23,outbreak. Cases,were treated in Raurkela
RJ/BAA/2023/50/1796,Rajasthan,Baran,Mumps,60,0,13-12-23,13-12-23,symptomatically. 10,out of 14 samples found
BH/SUP/2023/50/1799,Bihar,Supaul,Measles,5,0,04-12-23,4-9,years. Cases,were treated symptomatically. Vitamin A
KN/BGK/2023/50/1800,Karnataka,Bagalkot,Mumps,14,0,16-11-23,investigated,the outbreak.,Age group of the affected cases were
KNSHI/2019/50/1628,Karnataka,Shimoga,Mumps,16,00,12-12-19,12-12-19,done. All,the 02 blood samples collected and sent
KN/MYS/2019/50/1632,Karnataka,Mysuru,Diarrheal,10,00,04-11-19,and,03 water,samples collected. All cases treated
KN/BGK/2019/50/1633,Karnataka,Bagalkot,Dengue,27,00,20-11-19,fever,survey done.,12 blood sample collected and and sent to
JH/GDA/2022/03/006,Jharkhand,Godda,Measles,03,00,21-01-22,22-01-22,They were,not vaccinated. Two Blood and two
KL/IDK/2022/03/007,Kerala,Idukki,Food Poisoning,16,00,17-01-22,20-01-22,Under Control,was found to be fit for drinking. District RRT
TN/PUD/2022/03/010,Tamil,Nadu,Pudukottai Diarrheal,08,00,18-01-22,19-01-22,Under Control,
KN/CKR/2022/41/809,Karnataka,Chikkaballapura,Rabies,02,02,07-06-22,13-10-22,Under Control,to NIMHANS Hospital and died on 7th June
KN/BIJ/2022/41/810,Karnataka,Vijayanagar,Diarrheal,43,00,10-10-22,13-10-22,Under Control,
KL/THI/2022/41/812,Kerala,Trivandrum,Diarrheal,09,00,11-10-22,12-10-22,Under Control,sent to PH lab Trivandrum where no pathogens
TN/SIV/2022/41/815,Tamil,Nadu,Sivaganga,15,00,13-10-22,14-10-22,Under Control,samples and water samples were found fit for
TL/KHA/2022/41/817,Telangana,Khammam,Dengue,18,00,12-10-22,15-10-22,Under Control,
TL/VRK/2022/41/818,Telangana,Vikarabad,Diarrheal,34,00,14-10-22,16-10-22,Under Control,
UK/HDW/2022/41/820,Uttarakhand,Haridwar,Dengue,40,00,11-10-22,17-10-22,outbreak. Health,education was given.
KL/ALP/2022/41/822,Kerala,Alappuzha,Food Poisoning,08,00,05-10-22,hostel,complained of,abdominal pain and diarrhea.
AS/BPT/2023/51/1803,Assam,Bajali,Scrub Typhus,1,1,22-12-23,23-12-23,village. Locals,were explained about the
CT/BJP/2023/51/1807,Chhattisgarh,Bijapur,Mumps,21,0,15-12-23,22-12-23,ELISA. The,most affected age group was 4-32
GJ/SBK/2023/51/1809,Gujarat,Sabar,Kantha,1,1,21-12-23,22-12-23,virus) by,RT-PCR. District RRT investigated
KL/PLK/2023/51/1817,Kerala,Palakkad,Jaundice,18,0,18-12-23,18-12-23,"Lab, Mundur,",which was found to have fecal
Madhya,Under,The,affected age group was,5,45,years.,All,,
MH/NAS/2023/51/1828,Maharashtra,Nashik,Chikungunya,8,0,23-11-23,20-12-23,Sentinel center,"Civil Hospital, all were positive"
MH/RGD/2023/51/1829,Maharashtra,Raigad,Dengue,1,1,18-12-23,20-12-23,found positive.,District RRT investigated the
OR/MBJ/2023/51/1831,Odisha,Mayurbhanj,Diarrheal,78,0,24-12-23,24-12-23,Water samples,were found to be unsuitable for
TN/TNJ/2023/51/1832,Tamil,Nadu,Thanjavur Mumps,6,0,20-12-23,21-12-23,DPHL for,investigation. District RRT
UP/PRT/2023/51/1836,Uttar,Pradesh,Pratapgarh Mumps,10,0,21-12-23,23-12-23,Majority of,the cases were in the age group 3-7
MH/STA/2023/51/1838,Maharashtra,Satara,Chikungunya,5,0,09-12-23,positive,for Chikungunya,IgM by ELISA. District RRT
TN/VIR/2020/46/471,Tamil,Nadu,Virudhunagar Dengue,15,00,11-11-20,11-11-20,survey done.,Out of 7 serum samples
AS/KOK/2020/46/472,Assam,Kokrajhar,Malaria,08,00,03-11-20,samples,collected; 5,samples were positive for P.falaciparum
WB/KPT/2021/17/0178,Odisha,Koraput,Diarrheal,09,00,01-05-21,05-05-21,water samples,were found unfit for drinking
WB/NYG/2021/17/0179,Odisha,Nayagarh,Diarrheal,31,01,30-04-21,01-05-21,samples were,"sent to Microbiology Dept, SCB-"
AS/BPT/2023/52/1844,Assam,Barpeta,Scrub Typhus,1,1,25-12-23,30-12-23,District RRT,investigated the outbreak. He was
AS/UAL/2023/52/1845,Assam,Udalguri,Diarrheal,10,0,30-12-23,30-12-23,They developed,the symptoms after eating the
GJ/BHR/2023/52/1848,Gujarat,Bharuch,Diarrheal,35,0,27-12-23,28-12-23,symptoms after,consumption of food in a
KN/BGK/2023/52/1850,Karnataka,Bagalkot,Mumps,19,0,27-11-23,27-12-23,by ELISA.,District RRT investigated the
OR/CUT/2023/52/1854,Odisha,Cuttack,Diarrheal,16,0,27-12-23,27-12-23,Cuttack. Water,samples found fit for potable
OR/KDL/2023/52/1855,Odisha,Kandhamal,Diarrheal,126,0,25-12-23,26-12-23,found fit,for potable purposes. Rectal swab did
WB/COO/2023/52/1858,West,Bengal,Coochbehar Diarrheal,60,0,29-12-23,29-12-23,organism in,the sample. District RRT
BH/ARN/2023/09/186,Bihar,Aurangabad,Measles,06,00,25-02-2023,02-03-2023,"Of these,",three were found positive for
KL/MLP/2023/09/188,Kerala,Malappuram,Cholera,52,00,04-03-23,09-03-23,Manjeri and,were found positive for Vibrio
KL/PLK/2023/09/189,Kerala,Palakkad,Chickenpox,22,00,27-02-23,02-03-23,the body.,Two blood and vesicular fluid
KL/TRC/2023/09/190,Kerala,Thrissur,Adeno Virus,220,00,02-03-23,09-03-23,negative. 11,blood samples were sent to NIV
MH/AMN/2023/09/191,Maharashtra,Ahmednagar,Fever,120,00,24-02-2023,01-03-2023,School all,students who had consumed cold
TN/TVM/2023/09/194,Tamil,Nadu,Tiruvannamalai Chickenpox,40,00,25-02-2023,27-02-2023,symptomatic treatment.,Those affected
KL/ERN/2023/09/195,Kerala,Ernakulam,Adeno Virus,581,00,18-02-23,"Malayidamthuruth,","Varappuzha, Pallarimangalam,",
KL/KTM/2023/09/196,Kerala,Kottayam,Adeno Virus,75,00,19-02-23,presented,with fever,and bodyache. 11 blood samples were
MH/NAG/2021/30/0328,Assam,Lakhimpur,Encephalitis,01,01,22-07-21,31-07-21,Under Control,
MH/NAG/2021/30/0330,Assam,Udalguri,Japanese,01,00,27-07-21,29-07-21,Under Control,
MH/NAG/2021/30/0331,Assam,Udalguri,Encephalitis,01,01,25-07-21,29-07-21,Under Control,
MH/NAG/2021/30/0334,Haryana,Panchkula,Cholera,521,01,13-07-21,04-08-21,samples were,found to be not potable. Out of 35
MH/NAG/2021/30/0335,Haryana,Yamuna,Nagar Diarrheal,31,00,31-07-21,02-08-21,Under Control,
MH/NAG/2021/30/0338,Kerala,Ernakulam,Zika Virus,01,00,24-07-21,02-08-21,Under Control,sample sent to NIV Alleppey for further lab
MH/NAG/2021/30/0339,Maharashtra,Ahmednagar,Fever,07,00,26-07-21,26-07-21,sent to,Sentinel Center Ahmednagar for further
MH/NAG/2021/30/0341,Maharashtra,Buldhana,Dengue,07,00,01-07-21,28-07-21,Under Control,out of which seven samples were found positive
MH/NAG/2021/30/0343,Maharashtra,Gadchiroli,Malaria,04,01,24-07-21,26-07-21,old female.,Sample was sent to Lab PHC
MH/NAG/2021/30/0344,Maharashtra,Jalgaon,Fever,12,00,20-07-21,27-07-21,Four blood,serum samples were sent to GMC
MH/NAG/2021/30/0346,Maharashtra,Osmanabad,Dengue,04,00,23-07-21,28-07-21,samples were,"sent for further lab analysis, the"
MH/NAG/2021/30/0347,Maharashtra,Pune,Chikungunya,05,00,22-07-21,29-07-21,further lab,"analysis, out of which five samples"
MH/NAG/2021/30/0348,Punjab,Mansa,Chickenpox,04,00,02-08-21,02-08-21,Under Control,
KL/ERN/2021/21/0201,Kerala,Ernakulam,unknown,09,00,myalgia,and,nausea. District,RRT investigated the
KL/KOZ/2021/21/0202,Kerala,Kozhikode,Dengue,64,00,to,RPHL,Kannur and,64 were found to be positive for
TN/DMP/2021/01/0004,Tamil,Nadu,Dharmapuri Diarrheal,17,00,04-01-21,07-01-21,DPHL Dharmapuri,was found negative for
MH/KOP/2022/52/1025,Maharashtra,Kolhapur,Diarrheal,44,2,28-12-2021,28-12-2021,"Pawra, 04yrs.",Female and Mrs. Rajeshri
TN/DDG/2022/52/1026,Tamil,Nadu,Dindigul Diarrheal,48,0,28-12-2021,29-12-2021,"Salmonell, Shigella,",Vibrio cholera and
Control,affected,were,between,2,25,years,of,age. RRT,
KL/KNR/2019/20/0519,Kerala,Kannur,Hepatitis A,24,00,09-05-19,18-05-19,positive for,Hepatitis A. Water sample from the
MG/EKH/2019/20/0521,Meghalaya,East,Khasi Hills,08,00,18-05-19,18-05-19,stool samples,collected and sent to ICMR
RJ/PGR/2019/20/0526,Rajasthan,Pratapgarh,Measles,05,00,13-05-19,13-05-19,Serum Sample,sent to Microbiology Lab. SMS
GA/MGO/2019/20/0533,Goa,South,Goa Dengue,17,00,10-04-19,for,Dengue. All,cases treated symptomatically. Mosquito
HP/SLN/2019/20/0534,Solan,Hepatitis,A,32,00,11-02-19,outbreak.,Patients had,fever and yellowish skin discoloration.
HP/HPR/2019/17/0429,Hamirpur,Hepatitis,A,120,00,26-04-19,educational,institutions. 9,Blood samples have been
AS/KAD/2023/19/378,Assam,Karbi,Anglong Rabies,01,01,01-05-2023,09-05-2023,exposed person.,One death occurred of 11
CT/BLD/2023/19/380,Chhattisgarh,Balod,Diarrheal,26,00,09-05-2023,10-05-2023,outbreak. The,cases were in the age group of
HR/YNN/2023/19/383,Haryana,Yamunanagar,Diarrheal,42,00,10-05-2023,10-05-2023,potable purpose.,District RRT investigated the
JH/GIR/2023/19/384,Jharkhand,Giridih,Diarrheal,05,00,06-05-2023,08-05-2023,food as,all the cases were from same family.
JH/KUT/2023/19/385,Jharkhand,Khunti,Chickenpox,05,00,10-05-2023,11-05-2023,sample came,positive for Chicken pox by IgM
KL/KOA/2023/19/390,Kerala,Kollam,Dengue,51,00,10-05-23,10-05-23,"DPHL, KLM.",Out of these 6 came positive for
KL/THI/2023/19/392,Kerala,Trivandrum,Zika Virus,02,00,02-05-23,11-05-23,virus. Out,of the two antenatal cases residing
MG/JTH/2023/19/393,Meghalaya,West,Jaintia Hills,01,01,01-05-2023,09-05-2023,District RRT,investigated the outbreak. The
OR/BAG/2023/19/394,Odisha,Bargarh,Jaundice,07,00,11-05-2023,11-05-2023,hepatitis A,& E. Water samples were safe for
The,cases,were,in the age group of,2,60,years.,Cause,of,
JH/ESI/2020/07/0123,Jharkhand,East,Singhbhum Chickenpox,21,00,02-02-20,14-02-20,"fever, maculopapulo","vesicular rash, cough and"
KL/PTH/2020/07/0126,Kerala,Pathanamthitta,Diarrheal,12,00,11-02-20,11-02-20,Chlorination was,not being done regularly. Water
PB/SAS/2020/07/0130,Punjab,Sasnagar,Chickenpox,09,00,11-02-20,13-02-20,outbreak. Active,case conducted. Cases were in
TN/SLM/2020/07/0135,Tami,Nadu,Salem Chickenpox,40,00,12-02-20,12-02-20,outbreak. All,cases treated. Cases isolated.
WB/WDN/2020/07/0136,West,Bengal,Uttar Dinajpur,409,00,11-02-20,12-02-20,"affected, socio",economic condition and nutritional
